id,valor,hora,categoria,regiao,metodo_pagamento,is_fraud
55665,13.1,22,B,Sudeste,debito,0
51194,7.9,22,E,Sudeste,credito,0
51979,126.84,11,F,Centro-Oeste,debito,0
56048,35.23,13,D,Norte,debito,0
55674,249.67,11,A,Sul,boleto,0
53820,114.0,23,B,Sudeste,credito,0
51075,293.58,15,D,Norte,credito,0
52692,36.74,5,B,Sul,credito,0
55452,760.34,20,E,Sudeste,debito,0
55938,340.68,18,B,Sul,credito,0
53247,112.24,21,A,Sul,debito,0
53054,624.26,1,F,Sul,credito,0
50545,3348.58,4,B,Sul,credito,0
52647,62.28,22,A,Nordeste,debito,0
52499,114.44,4,A,Norte,credito,0
52860,853.61,7,E,Centro-Oeste,credito,0
55417,786.88,9,A,Nordeste,credito,0
50866,5.55,22,B,Nordeste,pix,0
54883,1341.59,2,C,Sul,debito,0
55101,20.89,8,A,Sudeste,debito,0
55775,1949.14,9,A,Sudeste,credito,0
56810,32.18,1,B,Centro-Oeste,debito,0
51769,726.53,7,C,Centro-Oeste,pix,0
51408,35.47,13,B,Centro-Oeste,credito,0
50092,209.63,0,A,Nordeste,pix,0
56897,6.47,5,D,Nordeste,pix,0
53126,1855.36,14,A,Sudeste,pix,0
53214,98.74,21,B,Sul,credito,0
52544,40.4,12,C,Norte,debito,0
50430,250.82,14,C,Sul,debito,0
52078,74.91,4,B,Nordeste,debito,0
51666,12940.06,10,A,Nordeste,credito,0
50539,277.44,11,A,Sul,pix,0
53976,482.52,19,A,Norte,pix,0
55170,212.75,3,E,Sudeste,credito,0
52300,1338.15,18,B,Sudeste,credito,0
53816,175.51,10,E,Sudeste,pix,0
50107,3186.06,7,A,Sudeste,pix,0
55516,54.66,3,D,Centro-Oeste,pix,0
54678,823.66,3,E,Sul,credito,0
53818,3578.08,23,A,Nordeste,credito,0
52532,4781.32,3,D,Nordeste,pix,0
55131,57.26,9,A,Nordeste,pix,0
54094,845.28,19,C,Centro-Oeste,debito,0
51536,3064.86,17,C,Sudeste,debito,0
52630,1322.74,17,F,Sul,debito,0
52482,107.34,13,F,Norte,pix,0
52719,569.78,12,C,Sul,credito,0
56877,33.39,1,A,Centro-Oeste,credito,0
52620,78.56,12,B,Nordeste,debito,0
55286,1306.73,22,A,Norte,debito,0
51318,786.92,15,C,Sudeste,debito,0
56945,690.79,7,E,Centro-Oeste,credito,0
56427,59.14,23,A,Sudeste,credito,0
55932,95.02,20,A,Centro-Oeste,credito,0
52025,230.81,3,E,Nordeste,debito,0
55913,1039.16,7,A,Centro-Oeste,credito,0
50734,1047.69,6,E,Sul,debito,0
51243,2913.35,1,E,Nordeste,credito,0
55068,153.94,3,F,Norte,debito,0
54512,2231.2,18,C,Sul,pix,0
52150,45.0,0,E,Sul,pix,0
53609,734.49,4,A,Sul,credito,0
52252,120.15,9,F,Centro-Oeste,debito,0
51729,157.32,17,E,Norte,debito,0
54351,62.79,13,D,Sul,pix,0
56557,110.97,7,A,Centro-Oeste,debito,0
50322,844.99,10,B,Sudeste,credito,0
55340,154.79,17,C,Sul,credito,0
52399,1355.36,1,B,Norte,credito,0
56017,8231.23,5,A,Centro-Oeste,credito,0
56025,9.73,3,A,Sudeste,credito,0
51421,106.09,2,A,Norte,pix,0
50790,517.33,8,F,Centro-Oeste,credito,0
51863,302.38,19,E,Nordeste,pix,0
54775,1394.69,15,E,Centro-Oeste,credito,0
54289,9.16,20,A,Nordeste,credito,0
52230,238.8,15,B,Norte,pix,0
52733,65.01,2,A,Sudeste,credito,0
50535,83.09,3,D,Nordeste,pix,0
50764,49.92,14,F,Centro-Oeste,credito,0
56432,121.17,0,C,Centro-Oeste,credito,0
52688,877.75,20,A,Sul,debito,0
51398,609.16,3,D,Norte,credito,0
54841,4458.71,6,E,Sudeste,debito,0
51806,1284.7,14,D,Sul,credito,0
54317,673.11,8,E,Sudeste,credito,0
51026,11.53,5,F,Nordeste,credito,0
50737,34.74,8,B,Sudeste,credito,0
52477,174.37,11,E,Centro-Oeste,credito,0
54372,650.73,22,D,Sul,pix,0
52821,479.87,23,E,Norte,boleto,0
55356,231.09,20,C,Centro-Oeste,debito,0
52851,247.69,0,E,Sul,debito,0
51671,388.23,12,F,Centro-Oeste,debito,0
53397,1071.16,15,E,Norte,debito,0
54914,11.84,10,A,Norte,debito,0
50170,266.49,16,A,Norte,credito,0
52742,1055.19,21,A,Norte,pix,0
54455,1356.96,7,A,Sudeste,debito,0
51407,94.2,17,C,Centro-Oeste,pix,0
54292,60.75,4,E,Sudeste,credito,0
53076,45.87,20,D,Centro-Oeste,pix,0
50473,115.01,23,C,Nordeste,credito,0
55866,818.52,17,C,Sul,credito,0
52606,70.52,12,C,Centro-Oeste,debito,0
53403,386.09,3,E,Norte,debito,0
52900,168.41,0,C,Sul,pix,0
53732,52794.39,2,A,Sudeste,credito,0
56212,1134.55,13,C,Nordeste,pix,0
54691,744.94,2,A,Nordeste,credito,0
51663,408.88,15,E,Sudeste,credito,0
51873,3.63,13,E,Sudeste,debito,0
50180,7227.27,0,D,Centro-Oeste,credito,0
56773,383.82,5,A,Sul,credito,0
51955,562.69,18,B,Norte,pix,0
51373,8.38,10,D,Norte,pix,0
50713,279.95,10,E,Norte,pix,0
51303,369.75,22,D,Sul,pix,0
56392,7595.09,16,A,Sudeste,credito,0
52652,89.16,22,D,Centro-Oeste,boleto,0
50032,141.78,5,B,Centro-Oeste,credito,0
55948,43.73,21,B,Nordeste,credito,0
57051,134.31,22,E,Nordeste,pix,0
55880,704.09,4,F,Nordeste,debito,0
56792,112.61,23,C,Nordeste,boleto,0
50971,12.46,5,B,Nordeste,pix,0
50169,0.72,18,F,Sudeste,pix,0
55119,973.17,19,E,Sul,debito,0
54457,1503.96,15,F,Centro-Oeste,debito,0
53468,546.19,17,A,Sul,pix,0
52313,135.79,12,B,Norte,boleto,0
53078,90.31,5,F,Sul,pix,0
51559,45.58,7,E,Sudeste,debito,0
54898,135.58,4,C,Nordeste,pix,0
55675,106.63,23,D,Sudeste,pix,0
54901,16.14,23,C,Norte,pix,0
56587,16880.13,21,A,Centro-Oeste,debito,0
55680,12113.06,3,A,Norte,credito,0
54635,143.36,15,A,Centro-Oeste,debito,0
53995,50.39,13,E,Norte,debito,0
50382,16369.73,11,A,Sudeste,credito,0
51741,122.86,17,C,Nordeste,debito,0
56227,97.7,14,A,Nordeste,debito,0
56819,168.25,19,A,Sul,credito,0
56129,540.19,9,F,Sul,pix,0
56405,11.26,17,C,Sul,debito,0
54031,92.34,21,D,Sul,credito,0
51488,49.65,20,A,Sudeste,credito,0
55704,6342.07,23,B,Norte,credito,0
55060,415.78,1,E,Nordeste,debito,0
54937,3121.99,22,E,Sudeste,credito,0
52707,291.66,9,D,Nordeste,credito,0
54971,50.13,7,E,Norte,credito,0
55254,5222.6,8,D,Nordeste,debito,0
53704,454.43,21,C,Centro-Oeste,credito,0
52459,951.79,8,C,Nordeste,debito,0
56887,2232.45,14,A,Sul,pix,0
54104,3685.87,23,B,Sudeste,debito,0
54929,40.89,10,C,Nordeste,pix,0
52284,19.05,23,D,Sul,pix,0
51742,72.95,12,E,Nordeste,pix,0
52572,70.81,20,A,Nordeste,credito,0
50577,327.57,23,E,Norte,credito,0
52689,717.44,18,B,Norte,credito,0
54402,60.14,2,C,Nordeste,pix,0
56657,1280.36,8,A,Sudeste,debito,0
52942,52.66,22,B,Sul,pix,0
51003,56.55,22,A,Nordeste,debito,0
53435,21.13,7,C,Centro-Oeste,debito,0
56491,3124.92,0,D,Norte,credito,0
53572,1639.06,23,E,Norte,pix,0
51922,198.02,23,D,Norte,credito,0
50081,8416.1,10,D,Sudeste,credito,0
55164,115.55,21,B,Nordeste,debito,0
56305,41.41,14,A,Sul,pix,0
55036,242.28,16,A,Sul,pix,0
55484,70.36,14,F,Nordeste,credito,0
50096,191.87,19,F,Sudeste,credito,0
52756,598.0,11,B,Centro-Oeste,debito,0
51176,11022.13,4,D,Centro-Oeste,debito,0
50677,452.1,22,F,Sudeste,credito,0
53856,226.69,6,E,Sudeste,pix,0
56053,1677.0,13,C,Nordeste,debito,0
51374,1245.49,8,E,Sudeste,pix,0
53393,115.61,23,A,Centro-Oeste,credito,0
53106,294.65,15,A,Sul,pix,0
56601,4496.48,2,E,Norte,credito,0
52967,284.61,0,E,Nordeste,pix,0
54023,264.96,1,E,Norte,debito,0
53363,68.15,1,A,Sudeste,debito,0
51444,7607.85,18,C,Nordeste,pix,0
54258,11.47,6,F,Nordeste,credito,0
54609,821.65,4,B,Sudeste,pix,0
55199,601.62,5,F,Norte,pix,0
55741,366.24,3,D,Sul,debito,0
56347,74.97,12,A,Nordeste,boleto,0
56028,13992.1,18,E,Centro-Oeste,credito,0
53017,973.37,7,A,Nordeste,pix,0
51375,797.12,12,A,Nordeste,credito,0
54603,9149.24,3,A,Sul,credito,0
50812,269.3,9,A,Sudeste,credito,0
51607,282.14,0,D,Sudeste,credito,0
52586,227.26,1,E,Norte,boleto,0
51322,451.17,19,A,Centro-Oeste,pix,0
52749,2695.79,13,A,Centro-Oeste,credito,0
52587,140.51,18,E,Centro-Oeste,pix,0
52760,206.41,13,E,Centro-Oeste,credito,0
52904,38.82,0,B,Sudeste,credito,0
50501,7.42,2,B,Sul,credito,0
51738,200.31,5,D,Nordeste,pix,0
55308,212.26,7,C,Centro-Oeste,boleto,0
55615,142.3,1,A,Nordeste,debito,0
53036,237.3,8,E,Sudeste,boleto,0
50765,2.0,8,E,Sul,credito,0
53765,273.21,1,E,Sul,pix,0
54817,25.65,12,A,Norte,credito,0
53102,3231.66,17,E,Nordeste,credito,0
56146,55.19,1,A,Sul,credito,0
52852,500.32,8,D,Nordeste,debito,0
56277,73.17,18,F,Nordeste,pix,0
52752,30.85,7,E,Norte,pix,0
56116,12212.45,3,A,Sul,debito,0
50536,660.45,8,A,Centro-Oeste,pix,0
51062,173.45,16,F,Norte,debito,0
50787,127.55,1,F,Norte,pix,0
51684,329.53,2,F,Nordeste,boleto,0
52207,1358.95,5,C,Norte,credito,0
52272,280.84,1,E,Sul,debito,0
55723,50.52,18,E,Sul,pix,0
50958,1684.15,8,D,Centro-Oeste,credito,0
55490,5023.4,14,D,Centro-Oeste,debito,0
52405,5876.44,23,C,Nordeste,debito,0
52319,1939.19,5,E,Norte,credito,0
53661,642.11,13,A,Sul,credito,0
50757,382.92,2,E,Norte,pix,0
51434,125.74,4,B,Nordeste,debito,0
54685,291.82,23,A,Norte,debito,0
52517,1147.2,21,E,Sudeste,debito,0
51164,11646.0,13,F,Norte,credito,0
52216,169.7,18,B,Norte,credito,0
54743,64.33,0,A,Nordeste,debito,0
56694,103.23,4,E,Centro-Oeste,debito,0
56023,1972.54,0,F,Norte,pix,0
52302,201.21,10,B,Sul,credito,0
55118,761.37,7,C,Norte,credito,0
53659,12.79,19,A,Sudeste,credito,0
55246,881.1,5,C,Nordeste,credito,0
50062,717.8,3,A,Nordeste,debito,0
54881,37.04,19,D,Sul,pix,0
54919,733.05,5,B,Centro-Oeste,debito,0
53270,19888.97,11,B,Sudeste,credito,0
51380,1085.86,17,E,Norte,credito,0
50319,15.98,11,A,Nordeste,credito,0
52119,132.47,14,C,Norte,credito,0
51298,361.81,3,A,Centro-Oeste,pix,0
52358,3355.19,7,E,Centro-Oeste,pix,0
56923,368.44,0,F,Sudeste,debito,0
56362,208.51,21,A,Sudeste,boleto,0
50626,1930.36,19,B,Centro-Oeste,debito,0
56008,5306.77,8,B,Centro-Oeste,debito,0
52346,681.81,15,A,Centro-Oeste,debito,0
56681,431.58,0,E,Norte,credito,0
51621,347.15,12,B,Norte,credito,0
55120,123.5,17,C,Sudeste,debito,0
51353,2051.57,9,F,Nordeste,pix,0
52618,6.47,7,A,Sul,pix,0
51098,3156.09,18,F,Nordeste,pix,0
50020,1749.26,2,A,Nordeste,credito,0
54223,313.86,1,A,Norte,credito,0
56844,1526.64,15,D,Sudeste,pix,0
55040,457.37,15,C,Norte,pix,0
52619,26.71,22,C,Norte,debito,0
55724,583.85,20,B,Nordeste,debito,0
53762,18.35,17,B,Nordeste,credito,0
52779,190.95,22,B,Nordeste,debito,0
56026,107.22,17,E,Norte,pix,0
56152,345.46,11,A,Nordeste,debito,0
54040,430.33,20,B,Sul,credito,0
56941,452.53,20,D,Norte,debito,0
50474,4147.37,3,C,Sul,debito,0
55021,71.5,7,B,Sul,credito,0
56964,158.3,5,E,Centro-Oeste,credito,0
54763,15.68,8,B,Norte,debito,0
54717,185.71,19,B,Centro-Oeste,debito,0
54904,77.3,12,D,Nordeste,debito,0
53133,1758.48,21,B,Norte,debito,0
56080,716.58,20,F,Centro-Oeste,pix,0
51731,0.68,10,A,Sul,debito,0
50470,1205.21,14,B,Centro-Oeste,credito,0
51871,2017.11,20,B,Centro-Oeste,pix,0
53817,72.65,13,E,Norte,boleto,0
50248,104.4,12,A,Centro-Oeste,credito,0
51154,55.78,8,A,Nordeste,boleto,0
50843,1164.47,2,C,Nordeste,credito,0
54293,214.21,19,B,Sul,pix,0
55688,75.81,12,B,Sul,pix,0
52070,1245.39,4,E,Sul,credito,0
53937,205.65,21,E,Sudeste,pix,0
54923,99.14,15,B,Nordeste,credito,0
51043,226.87,12,C,Nordeste,debito,0
50229,395.9,2,E,Centro-Oeste,pix,0
56578,0.7,7,A,Sul,credito,0
50018,519.85,0,B,Nordeste,debito,0
51889,707.87,19,B,Sudeste,pix,0
56857,197.74,23,E,Sudeste,credito,0
54253,0.35,23,A,Norte,pix,0
53152,3616.71,11,C,Sudeste,pix,0
54415,403.06,18,F,Sul,debito,0
51035,390.66,21,E,Centro-Oeste,pix,0
51512,329.06,22,F,Centro-Oeste,pix,0
52878,23.51,14,E,Nordeste,credito,0
54924,1671.37,12,A,Nordeste,credito,0
56550,4459.1,23,A,Norte,debito,0
53471,538.11,0,E,Sudeste,pix,0
55459,14.82,21,C,Centro-Oeste,debito,0
50544,62.52,5,A,Nordeste,pix,0
52019,6997.49,14,A,Sudeste,debito,0
56276,497.04,16,A,Nordeste,credito,0
56241,347.97,0,C,Sudeste,credito,0
51426,360.29,8,E,Nordeste,debito,0
56299,22.92,19,C,Centro-Oeste,credito,0
53821,207.52,6,A,Centro-Oeste,boleto,0
52108,1042.75,12,A,Sul,credito,0
53759,888.0,16,A,Sul,debito,0
50097,1012.17,1,B,Sudeste,credito,0
56518,425.85,2,E,Sul,pix,0
55805,553.72,7,A,Centro-Oeste,credito,0
53542,18.21,18,A,Sul,debito,0
51104,25.42,3,A,Nordeste,credito,0
50157,3112.37,11,F,Sudeste,pix,0
55748,2971.23,16,A,Centro-Oeste,credito,0
56845,37.49,20,D,Nordeste,debito,0
52628,4127.36,8,C,Nordeste,credito,0
55413,409.56,3,A,Centro-Oeste,credito,0
50426,203.94,2,D,Sudeste,credito,0
55196,2136.69,12,B,Nordeste,credito,0
52604,509.96,23,C,Nordeste,pix,0
55845,10458.12,16,A,Nordeste,debito,0
50448,45873.44,6,D,Sul,credito,0
54634,93.89,2,F,Centro-Oeste,credito,0
51721,21.88,18,A,Norte,debito,0
57009,0.43,2,B,Centro-Oeste,credito,0
53654,399.51,4,F,Sul,debito,0
54073,9910.17,18,B,Sudeste,pix,0
52589,212.69,6,E,Norte,debito,0
54376,800.59,21,A,Sudeste,credito,0
55190,5.0,16,A,Sudeste,pix,0
54324,165.52,18,E,Sul,credito,0
56060,661.97,8,D,Centro-Oeste,credito,0
51048,209.02,0,E,Norte,boleto,0
53308,90.68,0,D,Centro-Oeste,credito,0
51150,532.25,5,C,Sudeste,debito,0
54839,489.59,9,B,Nordeste,pix,0
56704,208.1,1,D,Sul,credito,0
53707,62.43,8,A,Norte,pix,0
56407,103.53,12,A,Centro-Oeste,credito,0
50094,4992.71,9,F,Sudeste,boleto,0
52765,92.53,18,D,Sudeste,debito,0
53122,111.27,22,C,Centro-Oeste,credito,0
50643,159.91,13,C,Sul,debito,0
55778,91.25,6,C,Nordeste,debito,0
51085,124.83,0,B,Centro-Oeste,debito,0
55864,1136.87,6,E,Norte,pix,0
52447,9649.04,7,C,Nordeste,pix,0
53650,791.55,10,A,Centro-Oeste,pix,0
53002,78.86,0,A,Centro-Oeste,credito,0
50477,17.35,7,F,Norte,pix,0
51653,284.27,20,E,Sudeste,pix,0
55042,111.07,16,E,Centro-Oeste,credito,0
54507,199.21,5,E,Centro-Oeste,credito,0
54240,4087.28,23,D,Norte,debito,0
51058,65.38,21,A,Sudeste,debito,0
52229,2042.63,3,D,Nordeste,credito,0
51841,173.01,7,D,Sudeste,debito,0
56562,27.62,15,D,Nordeste,boleto,0
53539,921.37,23,D,Norte,pix,0
54413,1626.21,23,D,Sul,credito,0
54358,878.32,20,A,Sul,credito,0
56918,20.48,11,B,Centro-Oeste,credito,0
50928,329.74,7,F,Sudeste,credito,0
50488,114.91,16,A,Norte,pix,0
56853,45.07,11,A,Centro-Oeste,boleto,0
55807,24.19,5,E,Sul,debito,0
55430,551.54,3,E,Sul,pix,0
51545,141.81,12,C,Sul,pix,0
50801,2610.76,7,F,Norte,debito,0
50562,115.29,21,F,Centro-Oeste,credito,0
51109,406.07,10,B,Centro-Oeste,debito,0
55495,393.14,19,F,Norte,debito,0
53883,320.33,7,F,Centro-Oeste,credito,0
52928,1144.11,13,F,Nordeste,boleto,0
50335,439.57,0,D,Centro-Oeste,debito,0
56966,366.09,11,E,Sudeste,credito,0
50983,86.83,12,B,Norte,credito,0
54003,1089.28,21,B,Norte,pix,0
50024,450.2,4,B,Norte,credito,0
56637,4091.72,6,F,Nordeste,credito,0
52908,80.48,18,B,Sudeste,debito,0
51635,75.74,3,B,Centro-Oeste,pix,0
