id,valor,hora,categoria,is_fraud
15521,334.91,15,C,0
34199,122.05,18,A,0
36167,87.39,13,D,0
33739,227.05,23,B,0
30924,784.9,14,B,0
33734,478.49,4,B,0
2297,762.65,1,B,0
41372,771.07,7,C,0
1901,1331.3,7,B,0
44367,166.63,7,A,0
11977,496.19,16,D,0
1819,216.53,6,D,0
11032,1040.15,16,C,0
1115,446.23,8,C,0
40467,1099.73,20,C,0
10997,633.02,2,B,0
11911,548.6,23,A,0
38364,6637.15,9,A,0
27798,670.99,4,A,0
12288,19.39,22,D,0
22023,13.3,19,A,0
9313,2853.36,19,B,0
37617,109.3,4,B,0
950,537.37,10,C,0
7673,644.62,19,D,0
21222,1349.67,6,C,0
31090,1959.2,4,C,0
42838,1776.84,1,B,0
31276,45.17,13,C,0
9912,2288.99,22,B,0
31921,998.2,8,C,0
36811,975.45,21,A,0
13121,619.88,20,B,0
26878,252.47,20,C,0
7739,502.71,18,B,0
9744,481.01,19,D,0
18586,35.36,18,D,0
27590,8.92,9,A,0
10176,221.15,0,A,0
12475,666.59,17,A,0
37305,2128.59,16,D,0
9318,44.95,4,C,0
27715,18.24,13,A,0
29924,266.41,2,B,0
7668,125.46,13,A,0
22315,154.25,3,B,0
30361,1653.19,4,B,0
7569,3474.02,10,B,0
298,610.7,2,B,0
17713,3947.22,17,B,0
35245,2657.91,7,B,0
7095,1274.46,4,C,0
5004,170.68,19,A,0
21359,361.94,11,A,0
19671,17.04,0,B,0
11844,115.26,20,A,0
41721,248.47,0,B,0
16923,1923.74,22,B,0
10080,41.28,11,B,0
3641,122.26,2,A,0
13311,101.83,7,B,0
29042,224.15,17,A,0
42966,294.64,9,B,0
38729,144.36,13,A,0
5103,542.75,5,C,0
43314,1527.68,22,C,0
35911,60.32,6,D,0
7202,376.17,11,D,0
29719,371.8,20,A,0
1683,54.2,12,D,0
24839,73.15,1,B,0
27994,64.52,23,A,0
25348,350.75,3,A,0
27706,33.69,7,D,0
39075,231.05,16,C,0
24609,43.24,12,A,0
5378,3.67,10,B,0
21936,2363.39,9,A,0
355,317.97,6,B,0
23492,3.02,22,B,0
10086,469.35,22,C,0
13005,245.58,6,B,0
13376,753.92,20,D,0
23159,1255.23,0,C,0
19233,66.83,10,D,0
31597,16.97,0,D,0
42553,67.27,9,B,0
25415,42.69,15,B,0
17972,47.86,2,B,0
17538,2416.4,20,A,0
17054,114.95,19,D,0
20337,323.05,10,A,0
682,34.53,15,C,0
41266,354.65,21,A,0
29479,615.46,17,B,0
8944,661.69,22,D,0
29047,2530.73,11,D,0
10076,177.54,3,C,0
43366,12.73,13,C,0
12640,161.24,4,A,0
19215,954.17,7,A,0
4200,1035.21,18,D,0
21566,224.85,12,C,0
34709,380.04,18,B,0
5140,88.4,20,C,0
17589,415.74,16,B,0
26832,363.18,18,D,0
11822,19.51,17,D,0
27977,1917.89,13,B,0
21484,835.0,1,A,0
6947,8.36,8,B,0
39816,415.72,10,D,0
29586,2309.51,4,D,0
44344,220.17,3,B,0
4884,854.68,15,D,0
26730,44.54,13,B,0
15070,126.38,22,A,0
24329,553.15,16,A,0
38504,19309.99,9,D,0
21809,10.51,9,A,0
18912,2.82,0,A,0
6434,22.67,3,A,0
5115,252.56,18,B,0
31681,1469.97,7,B,0
3078,998.33,22,C,0
13481,22486.83,13,A,0
20315,1084.56,19,B,0
4818,57.46,10,C,0
1813,8303.57,10,D,0
11405,706.37,23,B,0
13470,816.47,7,B,0
7307,2548.53,9,D,0
23934,198.46,22,B,0
24276,340.65,5,A,0
8340,234.51,14,A,0
20101,7.25,18,D,0
20686,16.22,11,B,0
3264,3447.88,0,A,0
44616,77.58,17,A,0
43250,2993.97,7,A,0
30325,136.11,9,A,0
10928,120.81,2,B,0
20746,26.24,14,B,0
45114,644.87,16,B,1
40740,8128.71,22,B,0
8845,788.73,14,B,0
27238,2394.69,2,A,0
21529,6238.07,15,C,0
28686,223.88,15,B,0
36239,792.61,18,B,0
854,3561.84,3,A,0
32719,28.46,5,A,0
20124,1587.08,19,B,0
40475,278.81,15,B,0
5224,51.54,3,D,0
25737,55.18,5,B,0
20827,4839.21,21,B,0
33773,34.98,8,C,0
42389,14340.7,1,C,0
843,34.97,15,D,0
43668,2305.02,4,B,0
1737,40.15,16,A,0
34937,767.53,11,C,0
4703,1252.05,8,B,0
14402,24.68,19,B,0
37932,2956.56,20,B,0
7657,6904.33,0,D,0
11225,1845.79,23,B,0
21568,14.88,22,D,0
24976,609.15,20,D,0
24611,16.57,14,A,0
35884,10.42,5,A,0
8880,90.29,11,B,0
30465,295.35,5,D,0
26797,292.72,16,B,0
19002,131.49,22,A,0
8306,1629.75,3,C,0
34952,554.36,10,A,0
3542,6014.95,19,B,0
40853,160.75,6,D,0
28430,646.11,18,D,0
37987,12.11,8,C,0
23900,8.16,19,B,0
12059,322.29,16,D,0
34219,593.72,4,B,0
4247,458.79,16,B,0
42865,3.51,11,D,0
7127,345.9,12,B,0
11661,56.62,1,B,0
17832,217.93,22,A,0
29624,123.72,1,C,0
5905,55.29,20,A,0
13898,25.31,0,A,0
1877,107.3,22,A,0
10611,219.94,5,A,0
2405,9385.34,12,B,0
11421,477.44,23,A,0
28865,65.84,22,A,0
24139,1194.95,4,B,0
7213,24.98,21,D,0
14193,173.29,17,D,0
4163,193.0,1,A,0
9414,147.04,9,B,0
19595,70.16,16,A,0
31875,102.2,16,C,0
24319,2299.62,11,C,0
40946,95.89,22,C,0
40665,1414.53,12,A,0
14595,7.7,8,A,0
7566,10.57,8,D,0
13848,6166.41,15,A,0
23636,256.79,0,A,0
34142,513.81,14,A,0
1704,3039.35,4,C,0
16442,4773.84,5,D,0
23395,73.43,14,A,0
40650,4799.12,8,D,0
8994,8.79,16,D,0
22214,23.47,6,A,0
31864,2766.66,0,D,0
10587,1723.81,23,D,0
19899,2660.01,7,B,0
32694,161.7,12,D,0
10766,2134.08,18,B,0
21187,4131.43,10,C,0
19293,265.68,16,C,0
44871,201.96,18,B,1
21746,84.4,19,A,0
26670,47351.58,14,B,0
10010,1697.97,14,B,0
23723,742.04,7,B,0
3105,76.77,7,D,0
4208,1.09,3,C,0
4616,177.81,6,A,0
32820,19.66,6,D,0
3930,466.15,15,C,0
9187,10.82,11,B,0
24172,2600.86,21,A,0
30302,321.2,0,B,0
22656,49.52,10,A,0
6624,305.42,19,C,0
13727,1016.56,0,B,0
19430,10.02,14,C,0
15802,804.12,0,D,0
7636,143.23,1,B,0
11108,111.45,8,D,0
36110,237.45,13,D,0
19834,201.47,14,C,0
13452,437.44,20,A,0
430,9.8,8,C,0
8764,1051.34,22,B,0
31539,10.55,19,C,0
21878,1231.3,6,A,0
31354,41427.47,19,D,0
16605,19381.72,1,B,0
39386,590.98,7,C,0
4087,1843.04,15,B,0
37541,46.56,1,B,0
11512,398.67,16,D,0
22480,7.98,9,C,0
23010,224.23,3,B,0
39188,5875.96,16,D,0
37391,36.78,13,C,0
35581,13466.08,14,D,0
2706,2670.92,8,D,0
16964,129.84,23,C,0
44806,1958.39,14,A,1
42487,58.26,0,A,0
28654,36.8,18,D,0
7541,1118.52,20,B,0
31649,1305.18,4,B,0
12328,2.56,21,A,0
3716,240.73,22,A,0
10666,325.27,20,A,0
30822,61.84,10,C,0
23497,16.26,8,D,0
8669,713.32,14,D,0
4705,1048.09,1,D,0
19950,521.08,18,A,0
5160,34.45,9,A,0
18431,325.34,4,B,0
24315,934.93,10,B,0
11381,860.66,23,D,0
19877,88.55,2,D,0
9569,24654.12,8,C,0
38322,99.31,3,A,0
22307,86.7,0,D,0
7812,231.36,11,A,0
32786,122.34,13,B,0
21895,13.33,20,A,0
28357,642.18,23,D,0
6537,49.31,14,B,0
1785,389.51,6,A,0
36520,77.46,23,A,0
3222,1502.66,12,C,0
37772,40.34,13,A,0
25483,177.41,11,B,0
3863,325.68,21,B,0
1132,768.04,13,D,0
16730,38.98,18,B,0
8358,55.65,9,D,0
24899,55.36,1,B,0
12336,23.84,20,C,0
39073,1252.32,14,B,0
2528,1111.76,3,B,0
34447,167.34,21,A,0
26933,137.81,6,B,0
31378,56.47,6,C,0
40964,41.75,18,B,0
44456,5610.23,12,D,0
44958,1838.57,20,B,1
35846,41.69,21,B,0
34980,897.93,8,C,0
400,3927.01,17,B,0
1233,276.84,3,A,0
43993,6268.46,7,A,0
11735,70.41,5,D,0
38054,903.57,0,A,0
26857,2873.57,16,B,0
5196,140.15,3,A,0
33917,23445.16,3,A,0
5011,8075.93,23,A,0
33903,18.04,20,B,0
23450,3216.97,16,A,0
17079,183.02,5,B,0
33570,19.57,18,C,0
28971,1640.12,10,B,0
14494,1217.02,23,C,0
26948,549.98,10,B,0
10037,179.7,6,D,0
2005,7.48,22,D,0
34888,937.89,13,B,0
41417,5.82,7,A,0
29226,1563.72,2,A,0
40131,30.5,22,A,0
6254,604.1,3,B,0
25310,20.62,0,C,0
18182,4022.43,4,D,0
38955,5306.0,12,B,0
673,166.44,8,A,0
29576,20.39,15,D,0
41346,35.88,21,D,0
33153,583.45,14,A,0
23350,217.15,17,C,0
35024,110.53,14,A,0
17606,238.43,6,B,0
32656,551.29,11,D,0
1705,749.67,9,C,0
43183,2427.3,14,B,0
35559,598.89,0,A,0
20067,1172.8,18,A,0
2711,64.27,23,A,0
1220,24107.98,7,A,0
8248,148.46,1,B,0
17434,255.15,18,A,0
13802,10.26,17,B,0
34416,6.64,0,B,0
4860,248.87,19,C,0
145,555.44,14,C,0
13283,421.16,14,A,0
13273,4830.28,8,A,0
31068,429.04,21,A,0
12890,92.01,9,C,0
3799,45.3,9,C,0
39479,903.91,23,C,0
20884,151.18,5,C,0
43510,294.6,21,C,0
45196,296.38,21,C,1
33181,64.42,9,B,0
24164,2304.08,9,C,0
31946,1598.08,22,B,0
21298,50.22,7,B,0
3050,3620.96,17,B,0
37399,590.34,0,B,0
26921,3390.37,5,D,0
42341,1067.94,13,A,0
39726,673.9,13,B,0
7719,181.45,3,A,0
6794,98.05,22,C,0
3367,115.38,14,D,0
39434,182.06,13,C,0
21937,45.09,10,B,0
40185,63.84,5,B,0
23240,8762.74,11,B,0
13153,53.92,22,B,0
26621,3224.65,0,A,0
20798,841.06,2,C,0
36709,691.92,20,B,0
26088,25.96,10,B,0
41047,30.17,5,B,0
5072,212.87,20,B,0
14161,2741.53,5,A,0
12916,669.2,18,B,0
37520,22.74,13,A,0
28503,672.74,15,A,0
28421,344.14,20,B,0
39806,1271.27,10,C,0
27297,35.66,19,C,0
35060,33.44,19,A,0
7561,15.4,17,B,0
42006,55.46,23,D,0
29653,396.49,22,C,0
1279,484.98,8,C,0
13656,175.35,3,A,0
17121,231.88,14,B,0
8910,1298.51,17,D,0
4242,1966.75,21,D,0
39308,34.18,0,A,0
32885,13150.88,15,B,0
43692,118.87,17,C,0
16170,102.42,23,A,0
8410,304.35,13,A,0
25912,78.81,3,B,0
8305,1742.36,11,D,0
20821,147.54,20,D,0
2768,820.15,7,C,0
42771,80.67,9,C,0
455,114.38,10,A,0
4327,100.38,17,A,0
3379,908.62,12,B,0
39271,91.83,23,D,0
7428,31.76,20,B,0
25066,37.62,6,A,0
6970,1724.7,17,D,0
30490,18.15,2,A,0
37456,536.1,13,A,0
35404,471.73,15,B,0
14002,216.66,21,C,0
29538,516.33,14,C,0
34603,197.88,20,A,0
31322,22.57,16,D,0
21757,261.5,8,B,0
1847,4152.29,4,B,0
27675,124.19,8,A,0
17115,387.37,17,C,0
42350,460.98,17,D,0
17669,423.93,15,B,0
7135,151.29,6,A,0
34094,1327.63,20,C,0
25479,42.71,19,A,0
39174,229.08,3,D,0
658,314.74,2,A,0
33937,33.37,20,D,0
34210,2624.9,22,A,0
35247,287.9,16,B,0
38646,6480.56,4,B,0
11840,407.09,22,B,0
2953,839.95,18,A,0
6479,202.74,21,D,0
28985,1604.83,20,A,0
44189,955.39,3,C,0
23975,192.12,8,B,0
32542,0.04,3,A,0
18476,4663.5,2,A,0
45135,627.04,0,C,1
9283,61.15,5,B,0
38273,1222.24,22,B,0
5837,7.32,13,B,0
27682,43.0,23,B,0
34600,4216.48,19,C,0
40272,277.66,0,A,0
25146,357.8,21,D,0
20874,510.22,17,B,0
23189,193.16,19,A,0
7822,1820.19,20,A,0
4385,98.01,14,A,0
11681,45.54,12,C,0
35239,282.86,8,A,0
16338,143.54,1,C,0
23981,1199.8,21,A,0
4539,213.21,8,B,0
16502,2133.8,17,A,0
18341,396.8,11,C,0
30736,392.36,17,D,0
20738,28.1,18,D,0
40530,254.4,14,C,0
39785,96.06,11,B,0
217,70.41,19,B,0
41907,16.91,18,D,0
21464,13.14,4,A,0
36089,5704.6,8,B,0
22572,2187.31,11,B,0
34680,1064.54,20,A,0
45035,148.24,17,D,1
13518,121.95,10,D,0
2329,1327.53,18,A,0
16791,626.13,13,D,0
1031,197.4,17,B,0
25887,24439.72,6,A,0
41256,20598.6,2,B,0
37845,58.64,17,C,0
1108,40.17,21,C,0
24077,211.87,14,D,0
40931,36.57,0,C,0
13034,3914.37,13,B,0
19571,355.68,6,D,0
37344,33.88,22,D,0
37705,1640.65,5,A,0
13397,581.09,14,B,0
317,1291.95,15,B,0
8091,40.41,21,B,0
5569,570.34,19,A,0
11659,939.07,5,A,0
37691,251.56,3,C,0
9236,23.93,1,D,0
38615,19.67,11,D,0
21001,50124.5,12,A,0
24557,308.95,1,C,0
14135,455.38,9,D,0
35745,1388.17,19,B,0
30935,361.9,7,B,0
19004,104.37,0,A,0
1006,725.58,3,D,0
43593,112.57,0,A,0
24303,932.68,1,B,0
30866,148.43,7,B,0
35072,19118.66,22,A,0
3030,353.85,3,A,0
45289,64.57,10,D,1
44249,132.36,21,A,0
13964,388.5,9,A,0
27505,154.54,15,B,0
899,3688.66,11,B,0
41857,33.49,7,B,0
16086,4283.56,13,C,0
9528,799.13,9,B,0
1471,3616.5,9,B,0
15999,1223.39,15,B,0
33050,125.2,19,B,0
11332,654.71,0,B,0
17705,3789.11,7,A,0
21029,111.12,16,C,0
36727,184.34,6,C,0
24191,2471.72,21,C,0
8870,21.49,5,D,0
43023,4563.09,9,B,0
39074,476.96,1,B,0
3790,4476.32,18,C,0
19971,2893.95,14,C,0
44059,2518.01,10,C,0
19864,22.85,7,B,0
24959,31.13,8,D,0
23618,11993.12,13,D,0
44301,69.92,9,B,0
22981,150.82,15,A,0
38042,111.89,21,A,0
3520,3.92,1,D,0
44247,82.6,13,B,0
45021,329.76,13,C,1
40575,234.07,1,B,0
42125,2879.16,3,A,0
25451,31.54,16,A,0
21122,26.07,8,A,0
16133,40.24,22,B,0
1378,2643.37,17,C,0
8872,389.04,23,C,0
25878,544.22,17,A,0
22326,18969.13,6,C,0
8746,82.47,8,B,0
16110,343.27,0,D,0
16962,815.67,8,D,0
39948,223.41,11,D,0
5324,503.01,9,B,0
29283,10248.52,0,B,0
10922,21.69,3,D,0
39419,258.25,3,B,0
43556,651.2,11,C,0
20336,111.05,22,C,0
28809,220.13,9,C,0
39136,83.45,2,B,0
27661,134.12,16,A,0
29409,421.79,8,C,0
44652,780.12,0,D,1
5371,27.54,12,C,0
12526,1220.16,6,B,0
39579,31638.02,3,A,0
44696,1007.92,13,D,1
11365,209.91,19,A,0
32541,352.93,12,A,0
232,509.24,4,D,0
41762,74.97,19,D,0
12803,209.4,22,A,0
45237,349.1,0,A,1
21594,411.45,14,B,0
44986,264.76,0,B,1
12869,888.07,18,D,0
30976,959.68,10,D,0
2192,832.43,18,C,0
21887,729.64,0,C,0
34099,374.09,8,A,0
23029,36.06,20,C,0
22733,1554.84,17,D,0
12860,20.08,8,B,0
32788,272.45,20,C,0
45089,764.72,0,A,1
35380,35.62,21,B,0
11608,518.83,12,A,0
27652,3.96,7,B,0
34450,589.08,13,B,0
11488,36.5,0,A,0
5611,1235.29,23,D,0
23998,502.77,2,B,0
23250,44.08,1,D,0
20913,161.93,23,C,0
37416,2290.87,8,D,0
41385,370.75,0,A,0
35111,1344.66,22,C,0
12614,7438.12,19,B,0
2112,238.51,7,A,0
17820,10.87,12,A,0
2183,230.26,2,B,0
20260,1059.61,1,D,0
23725,4706.33,16,D,0
12713,257.52,8,C,0
44246,84.17,2,B,0
43138,54.09,8,D,0
9802,903.67,23,B,0
41949,5533.51,22,A,0
10994,141.86,10,B,0
23523,20.89,1,A,0
29980,185.82,4,A,0
41605,84.29,14,B,0
14882,2423.4,5,D,0
11489,94.25,4,B,0
29216,3082.88,7,A,0
41354,947.6,14,B,0
6309,288.04,9,A,0
25486,3190.35,9,D,0
44808,30.37,6,A,1
38331,64.55,15,B,0
35564,571.27,23,C,0
23303,5072.88,17,B,0
4814,66.16,22,A,0
25155,50.69,23,B,0
13582,51.43,12,A,0
29189,133.02,4,C,0
33855,1545.37,19,C,0
15074,8366.27,4,B,0
4963,258.09,20,B,0
10092,33.85,16,B,0
34678,9.44,11,A,0
41160,591.51,4,A,0
30235,338.99,0,A,0
21328,26.11,2,A,0
37185,36.47,19,B,0
6317,34523.58,3,A,0
13300,16.37,10,B,0
10689,3725.12,10,C,0
32703,529.03,4,B,0
28892,10.9,14,B,0
6657,26.09,2,D,0
10312,116.18,20,A,0
41752,16.0,17,B,0
6068,2964.43,20,A,0
7004,206.97,13,D,0
8509,99.42,13,A,0
30928,3745.41,3,A,0
19112,1921.69,10,A,0
36842,4675.48,8,C,0
27112,191.6,18,C,0
11211,2418.86,8,B,0
15879,118.09,18,B,0
40078,66468.58,12,C,0
12458,178.34,16,B,0
42489,665.25,19,D,0
17004,302.05,1,A,0
30527,473.65,22,B,0
39318,2160.34,15,D,0
7950,336.2,15,B,0
12390,271.72,1,B,0
2133,1268.67,7,A,0
6133,13866.16,13,C,0
17963,28.92,7,D,0
14783,303.42,2,A,0
33810,129.7,16,C,0
25574,14518.23,18,A,0
36616,40.63,8,A,0
24652,534.23,13,A,0
44339,613.94,23,A,0
34273,96.48,5,D,0
32304,790.62,14,A,0
16704,1100.1,10,A,0
18710,1550.39,23,A,0
24835,1109.72,13,B,0
6367,201.81,0,A,0
25572,364.2,18,B,0
10309,242.41,23,B,0
33657,119.82,1,B,0
20198,3980.24,12,B,0
6709,6151.86,3,C,0
36602,787.57,7,A,0
4092,5659.03,19,A,0
39661,58149.25,0,A,0
33512,484.25,15,A,0
9007,220.26,7,A,0
27065,12.29,15,C,0
27674,92.52,15,B,0
44230,349.6,9,B,0
33051,32.35,12,A,0
41167,2882.28,8,A,0
19319,437.52,16,D,0
22412,384.45,7,D,0
28580,791.94,12,B,0
23567,116.16,2,B,0
